timestamp,value
2025-05-23,13
2025-05-24,15
2025-05-25,27
2025-05-26,30
2025-05-27,24
2025-05-28,9
2025-05-29,33
2025-05-30,39
2025-05-31,46
2025-06-01,28
2025-06-02,30
2025-06-03,61
2025-06-04,80
2025-06-05,84
2025-06-06,59
2025-06-07,85
2025-06-08,86
2025-06-09,55
2025-06-10,57
2025-06-11,64
2025-06-12,81
2025-06-13,87
2025-06-14,57
2025-06-15,51
2025-06-16,26
2025-06-17,34
2025-06-18,36
2025-06-19,24
2025-06-20,36
2025-06-21,52
2025-06-22,57
2025-06-23,65
2025-06-24,63
2025-06-25,55
2025-06-26,42
2025-06-27,40
2025-06-28,51
2025-06-29,52
2025-06-30,51
2025-07-01,36
2025-07-02,47
2025-07-03,56
2025-07-04,74
2025-07-05,83
2025-07-06,58
2025-07-07,54
2025-07-08,32
2025-07-09,61
2025-07-10,54
2025-07-11,57
2025-07-12,54
2025-07-13,42
2025-07-14,47
2025-07-15,52
2025-07-16,41
2025-07-17,28
2025-07-18,33
2025-07-19,33
2025-07-20,29
2025-07-21,62
2025-07-22,51
2025-07-23,55
2025-07-24,56
2025-07-25,53
2025-07-26,45
2025-07-27,29
2025-07-28,45
2025-07-29,53
2025-07-30,49
2025-07-31,59
2025-08-01,63
2025-08-02,27
2025-08-03,48
2025-08-04,55
2025-08-05,65
2025-08-06,74
2025-08-07,76
2025-08-08,83
2025-08-09,69
2025-08-10,56
2025-08-11,54
2025-08-12,52
2025-08-13,38
2025-08-14,52
2025-08-15,62
2025-08-16,61
2025-08-17,51
2025-08-18,21
2025-08-19,32
2025-08-20,29
2025-08-21,24
2025-08-22,27
2025-08-23,45
2025-08-24,39
2025-08-25,17
2025-08-26,18
2025-08-27,26
2025-08-28,29
2025-08-29,22
2025-08-30,26
2025-08-31,27
2025-09-01,29
2025-09-02,28
2025-09-03,32
2025-09-04,38
2025-09-05,56
2025-09-06,44
2025-09-07,28
2025-09-08,24
2025-09-09,31
2025-09-10,28
2025-09-11,32
2025-09-12,46
2025-09-13,52
2025-09-14,47
2025-09-15,52
2025-09-16,53
2025-09-17,51
2025-09-18,53
2025-09-19,54
2025-09-20,43
2025-09-21,43
2025-09-22,44
2025-09-23,29
2025-09-24,36
2025-09-25,27
2025-09-26,42
2025-09-27,48
2025-09-28,52
2025-09-29,58
2025-09-30,52
2025-10-01,26
2025-10-02,28
2025-10-03,43
2025-10-04,55
2025-10-05,53
2025-10-08,15
2025-10-09,22
2025-10-10,24
2025-10-11,33
2025-10-12,27
2025-10-13,17
2025-10-14,13
2025-10-15,22
2025-10-16,16
2025-10-17,29
